_unit_id,_created_at,_updated_at,gs,term,values,please_choose_one_of_the_reasons_below_gold,please_choose_one_of_the_reasons_below_gold_reason,which_category_does_this_term_belong_to_gold,which_category_does_this_term_belong_to_gold_reason
1229988875,5/3/2017 13:02:04,5/4/2017 11:31:32, time,time post-treatment  ,"na, 1 day, 7 day, 0 day, control",,,,
1229988876,5/3/2017 13:02:04,5/4/2017 11:32:46, age,age at diagnosis (years) ,"na, 12, 5, 3, 14",,,,
1229988877,5/3/2017 13:02:04,5/4/2017 11:31:27, treatment,time to treatment (days)  ,"na, 1624, 31, 230, 0",,,,
1229988878,5/3/2017 13:02:04,5/4/2017 11:33:49, time,time2lr  ,"na, 2.2, 4.6, 3.1, 4.2",,,,
1229988879,5/3/2017 13:02:04,5/4/2017 11:35:48, time,overall survival time_days  ,"na, 2211, 2225",,,,
1229988880,5/3/2017 13:02:04,5/4/2017 11:36:21, age,age at incident ,"na, 24, 17, 54, 15",,,,
1229988881,5/3/2017 13:02:04,5/4/2017 11:38:10, time,recurrence free time (months)  ,"na, 25, 32.13, 31.97, 38.3",,,,
1229988882,5/3/2017 13:02:04,5/4/2017 11:38:19, age,age  (months) ,"na, 28, 12, 8, 11",,,,
1229988883,5/3/2017 13:02:04,5/4/2017 11:29:33, age,age (months) ,"na, 28, 12, 8, 11",,,,
1229988884,5/3/2017 13:02:04,5/4/2017 11:31:26, time,overall survival time  ,"na, 40, 20, 37, 36",,,,
1229988885,5/3/2017 13:02:04,5/4/2017 11:50:33, age,ageyear ,"na, 49, 48, 46, 42",,,,
1229988886,5/3/2017 13:02:04,5/4/2017 11:27:10, disease,disease activity (das28_v3)  ,"na, 5.13, 3.69, 3.87, 3.26",,,,
1229988887,5/3/2017 13:02:04,5/4/2017 11:59:07, time,dfs time  ,"na, 5.58, 4, 5.83, 4.67",,,,
1229988888,5/3/2017 13:02:04,5/4/2017 11:44:42, time,dss time  ,"na, 5.58, 5, 5.83, 1.96",,,,
1229988889,5/3/2017 13:02:04,5/4/2017 11:36:04, disease,disease activity (das28_v1)  ,"na, 6.04, 5.52, 4.06, 4.33",,,,
1229988890,5/3/2017 13:02:04,5/4/2017 12:46:58, age,ageatsampling ,"na, 66, 42, 38, 62",,,,
1229988891,5/3/2017 13:02:04,5/4/2017 11:38:34, age,age.at.diagnosis ,"na, 68, 70, 78, 73",,,,
1229988892,5/3/2017 13:02:04,5/4/2017 12:10:12, age,age of biopsy ,"na, 73 days, 75 days, 54 days, 3 years",,,,
1229988893,5/3/2017 13:02:04,5/4/2017 11:40:18, age,age at operation ,"na, 74 years, 70 years, 28, 64",,,,
1229988894,5/3/2017 13:02:04,5/4/2017 11:39:48, disease,diseaseduration(years)  ,"na, 8, 10, 11, 9",,,,
1229988895,5/3/2017 13:02:04,5/4/2017 11:37:35, age,age.brain ,"na, 80, 90, 86, 88",,,,
1229988896,5/3/2017 13:02:04,5/4/2017 11:38:19, time,time of followup (mo)  ,"na, 81, 83, 71, 53",,,,
1229988897,5/3/2017 13:02:04,5/4/2017 11:24:53, age,age.blood ,"na, 89, 80, 79, 82",,,,
1229988898,5/3/2017 13:02:04,5/4/2017 11:32:46, tissue,tissue_code ,"na, f, a h, e",,,,
1229988899,5/3/2017 13:02:04,5/4/2017 11:38:32, treatment,treatment compound  ,"na, indomethacin, sildenafil, valproic acid, rofecoxib",,,,
1229988900,5/3/2017 13:02:04,5/4/2017 11:33:00, treatment,treatment agent  ,"na, macrophage differentiation medium, acd3/acd28, il15, lps",,,,
1229988901,5/3/2017 13:02:04,5/4/2017 11:36:22, treatment,intrusion treatment  ,"na, simulated territorial intrusion, control",,,,
1229988902,5/3/2017 13:02:04,5/4/2017 11:41:22, strain,toxoplasma parasite strain  ,"na, type ii (pru a7) +rop16i, type ii (pru a7)",,,,
1229988903,5/3/2017 13:02:04,5/4/2017 11:29:57, treatment,gefitinib treatment  ,"na, y",,,,
1229988904,5/3/2017 13:02:04,5/4/2017 11:41:48, treatment,hormone treatment  ,"na, y",,,,
1229988905,5/3/2017 13:02:04,5/4/2017 11:36:27, cell type,cell type/growth condition  ,"na随ve t-cells from spleen under th17 polarizing conditions, na随ve t-cells from spleen under th2 polarizing conditions, na随ve t-cells from spleen activated by anti-cd3 and anti-cd28, ilc2s were sorted from the mln of il-25-treated mice, bone marrow derived dendritic cells stimulated with lps for 6hrs",,,,
1229988906,5/3/2017 13:02:04,5/4/2017 11:37:39, cell line,tumor cell line  ,"nccit, mc38, be2c, 1273, syo-1",,,,
1229988907,5/3/2017 13:02:04,5/4/2017 11:25:46, strain,reference strains  ,nctc 11168 and rm1221,,,,
1229988908,5/3/2017 13:02:04,5/4/2017 11:32:25, strain,strain id  ,"ncyc110, w303, yps1009, yps163, ncyc3290",,,,
1229988909,5/3/2017 13:02:04,5/4/2017 11:41:02, treatment,treatment of mouse  ,"neu+ tumor bearing, normal",,,,
1229988910,5/3/2017 13:02:04,5/4/2017 11:33:31, disease,disease status  ,"neurologically and neuropathologically normal, healthy, control, prostate cancer, unaffected",,,,
1229988911,5/3/2017 13:02:04,5/4/2017 11:34:22, tissue,tissue type ,"neuronal, tumor, breast cancer cell line, bone marrow, normal",,,,
1229988912,5/3/2017 13:02:04,5/4/2017 11:38:10, strain,rrf-3 mutant strain  ,nl2099 (pk1426). whole c.elegans,,,,
1229988913,5/3/2017 13:02:04,5/4/2017 11:37:42, genotype,hal genotype  ,nn,,,,
1229988914,5/3/2017 13:02:04,5/4/2017 11:41:39, treatment,sirna or shrna treatment  ,no,,,,
1229988915,5/3/2017 13:02:04,5/4/2017 11:37:58, treatment,treatment of estrogen  ,no,,,,
1229988916,5/3/2017 13:02:04,5/4/2017 11:30:14, treatment,treatment (chemo)  ,"no chemo, chemo",,,,
1229988917,5/3/2017 13:02:04,5/4/2017 11:32:01, cell line,cell line resistance  ,"no igf-1r drugs resistant, stably resistant to igf-1r hab ave1642 hab, stably resistant to igf-1r tki nvp-aew541, stably resistant to igf-1r hab cp-751,871",,,,
1229988918,5/3/2017 13:02:04,5/4/2017 11:26:12, treatment,il-2 treatment  ,"no il-2, 50 u/ml il-2 (added at day0+16h)",,,,
1229988919,5/3/2017 13:02:04,5/4/2017 11:41:12, treatment,imatinib treatment  ,"no im, im",,,,
1229988920,5/3/2017 13:02:04,5/4/2017 11:41:02, treatment,treatment_2  ,"no loading, passive loading, fenofibrate, 1_ｵm 5z-7-oxozeaenol for 1 h, none",,,,
1229988921,5/3/2017 13:02:04,5/4/2017 12:03:29, treatment,msc treatment  ,"no msc, msc",,,,
1229988922,5/3/2017 13:02:04,5/4/2017 11:33:00, treatment,treatment description  ,"no special treatment or protocol applies, 1 h with 0.02% ethanol (myers), 60 h with 2.0% equine serum and insulin (wold), transmits 90.0% of vis, blocks 99.9% of all uv below 390 nm, transmits 90.0% of vis, uva, and uvb radiation",,,,
1229988923,5/3/2017 13:02:04,5/4/2017 11:33:30, treatment,treatment before sampling  ,"no treatment, anastrozole 1mg/d for 10 days, before anastrozole treatment",,,,
1229988924,5/3/2017 13:02:04,5/4/2017 11:30:23, treatment,chemical treatment condition  ,"no treatment, vc6tfmb+z, vc6tf+z, vc6tf",,,,
1229988925,5/3/2017 13:02:04,5/4/2017 11:40:54, treatment,chemical treatment conditon  ,"no treatment, vc6tfmps+z, vc6tf+z, f",,,,
1229988926,5/3/2017 13:02:04,5/4/2017 11:29:35, treatment,dopamine-agonists treatment  ,"no, ""-"", yes",,,,
1229988927,5/3/2017 13:02:04,5/4/2017 11:29:49, treatment,chx treatment  ,"no, chx treated, yes, solvent only, 380 ppm co2",,,,
1229988928,5/3/2017 13:02:04,5/4/2017 11:29:49, tissue,somatic tissue ,"no, yes",,,,
1229988929,5/3/2017 13:02:04,5/4/2017 11:39:58, treatment,amykor treatment  ,"no, yes",,,,
1229988930,5/3/2017 13:02:04,5/4/2017 11:19:57, treatment,anti-cd8 treatment  ,"no, yes",,,,
1229988931,5/3/2017 13:02:04,5/4/2017 11:35:03, treatment,tap treatment  ,"no, yes",,,,
1229988932,5/3/2017 13:02:04,5/4/2017 11:33:00, disease,celiac disease  ,"no, yes",,,,
1229988933,5/3/2017 13:02:04,5/4/2017 11:40:21, disease,dead of disease  ,"no, yes",,,,
1229988934,5/3/2017 13:02:04,5/4/2017 11:54:57, treatment,drb treatment  ,"no, yes, last 16 hours",,,,
1229988936,5/3/2017 13:02:04,5/4/2017 11:36:21, time,ph<7.30 at time of diagnosis  ,"no, yes, n/a",,,,
1229988937,5/3/2017 13:02:04,5/4/2017 11:37:02, tissue,tumor tissue ,"no, yes, pcc, primary tumor, high grade glioblastoma, low grade anaplastic mixed glioma",,,,
1229988938,5/3/2017 13:02:04,5/4/2017 11:44:19, strain,mouse model strain  ,"nod balb/c, balb/c",,,,
1229988939,5/3/2017 13:02:04,5/4/2017 11:39:38, disease,source disease status  ,"non-aneurysm, aneurysm, ruptured",,,,
1229988940,5/3/2017 13:02:04,5/4/2017 11:39:32, treatment,treatment_1  ,"non-depolarizing neuromuscular blocking agent (nmba), pioglitazone, aleglitazar, tesaglitazar, 10ng/ml il-1alpha for 1 h",,,,
1229988941,5/3/2017 13:02:04,5/4/2017 11:39:22, treatment,treatment class  ,none,,,,
1229988942,5/3/2017 13:02:04,5/4/2017 11:41:37, strain,viral strain  ,"none - mock, a/swine/alberta/25/2009, a/swine/iowa/15/1930, a/ca/04/2009",,,,
1229988943,5/3/2017 13:02:04,5/4/2017 11:39:54, treatment,iodine treatment  ,"none, 1mm",,,,
1229988944,5/3/2017 13:02:04,5/4/2017 11:29:28, treatment,ecdysone treatment  ,"none, 3 hours, 48 hours",,,,
1229988945,5/3/2017 13:02:04,5/4/2017 11:36:58, treatment,sirna treatment  ,"none, bmal1 sirna, n/a, neg ctr, sirna myb",,,,
1229988946,5/3/2017 13:02:04,5/4/2017 11:39:50, disease,primary disease  ,"none, breast cancer, hodgkin lymphoma, heart transplant",,,,
1229988947,5/3/2017 13:02:04,5/4/2017 11:33:43, treatment,treatment  ,"none, control, untreated, wild-type, dmso",,,,
1229988948,5/3/2017 13:02:04,5/4/2017 11:40:24, disease,etiology of liver disease  ,"none, hepatitis c virus",,,,
1229988949,5/3/2017 13:02:04,5/4/2017 11:39:19, treatment,compound based treatment  ,"none, ima, rap",,,,
1229988950,5/3/2017 13:02:04,5/4/2017 11:29:42, tissue,tissue harvest site ,"none, metastatic site, lymph node, leaf, root",,,,
1229988951,5/3/2017 13:02:04,5/4/2017 11:40:19, disease,meibomian gland disease state  ,"none, moderate, severe",,,,
1229988952,5/3/2017 13:02:04,5/4/2017 11:45:54, disease,disease  ,"none, multiple sclerosis, carcinoma, derived from metastatic site, left supraclavicular lymph node, advanced colorectal (crc), cancer, control",,,,
1229988953,5/3/2017 13:02:04,5/4/2017 11:44:20, treatment,dsrna treatment  ,"none, pc dsrna, trx dsrna, gst drna, nsl1 dsrna",,,,
1229988954,5/3/2017 13:02:04,5/4/2017 11:36:24, treatment,probiotic treatment  ,"none, probiotic treated (1x10^6 cfu/chick), treated one h later with probiotic (1x10^6 cfu/chick)",,,,
1229988955,5/3/2017 13:02:04,5/4/2017 11:39:44, treatment,treatment_molecule  ,"none, roferon",,,,
1229988956,5/3/2017 13:02:04,5/4/2017 11:29:42, treatment,animal treatment  ,"none, temodal (tmz) in orange juice, orange juice, continuous growth hormone treatment",,,,
1229988957,5/3/2017 13:02:04,5/4/2017 11:33:29, treatment,shrna treatment  ,"none, tet1 shrna2863, luc shrna, s6k1 shrna lentivirus, control shrna-treated",,,,
1229988958,5/3/2017 13:02:04,5/4/2017 11:39:19, treatment,prior treatment  ,"none, unknown, --, rad, radiation",,,,
1229988959,5/3/2017 13:02:04,5/4/2017 11:40:29, treatment,uv treatment  ,"none, uvb, uva",,,,
1229988960,5/3/2017 13:02:04,5/4/2017 11:45:29, treatment,ligand treatment  ,"none, vehicle, r5020, ngf, ngf-bdnf",,,,
1229988961,5/3/2017 13:02:04,5/4/2017 11:35:51, strain,strain type  ,"nontypeable haemophilus influenzae (nthi), e, wild, type, mutant, enological strain",,,,
1229988962,5/3/2017 13:02:04,5/4/2017 11:32:07, time,time to next relapse(days)  ,norelapse,,,,
1229988963,5/3/2017 13:02:04,5/4/2017 11:54:57, disease,disease-state  ,"normal (reduction mammoplasty), breast cancer",,,,
1229988964,5/3/2017 13:02:04,5/4/2017 11:41:37, strain,cell strain  ,"normal human astrocytes (nha), mc3t3, 20d17",,,,
1229988965,5/3/2017 13:02:04,5/4/2017 11:32:01, tissue,tissue/origin ,"normal prostate, prostate cancer, normal urinary bladder",,,,
1229988966,5/3/2017 13:02:04,5/4/2017 11:32:32, tissue,tissue typ ,"normal skin, b16-ova grown in cell culture, normal skin inflamed by treatment with oxazolone, b16-ova melanoma tissue from 6 day tumors, b16-ova melanoma tissue from 11 day tumors",,,,
1229988967,5/3/2017 13:02:04,5/4/2017 11:44:52, disease,disease/treatment status  ,"normal, aat treated, diabetic, power mix treated",,,,
1229988968,5/3/2017 13:02:04,5/4/2017 11:36:05, disease,ocular disease  ,"normal, amd",,,,
1229988969,5/3/2017 13:02:04,5/4/2017 11:25:40, disease,disease type  ,"normal, chronic hepatitis c patient, in-transit melanoma, t-all, t-lbl",,,,
1229988970,5/3/2017 13:02:04,5/4/2017 11:38:36, disease,disease_state  ,"normal, hcv-infected, carcinoma, lymphoma, adenocarcinoma",,,,
1229988971,5/3/2017 13:02:04,5/4/2017 11:29:34, disease,disease state  ,"normal, lymphoma, healthy, control, tumor",,,,
1229988972,5/3/2017 13:02:04,5/4/2017 11:39:35, genotype,myostatin genotype  ,"normal, mstn exon 3 floxed",,,,
1229988973,5/3/2017 13:02:04,5/4/2017 11:33:08, tissue,connective tissue type ,"normal, trabecular, papillary",,,,
1229988974,5/3/2017 13:02:04,5/4/2017 11:39:19, tissue,tissuetype ,"normal, tumor, resistanttumor",,,,
1229988975,5/3/2017 13:02:04,5/4/2017 11:26:44, treatment,experimental treatment  ,"normal, untreated, dmso, 30min, benomyl, 25 mcg/ml, 30min, left atrial ligation",,,,
1229988976,5/3/2017 13:02:04,5/4/2017 11:23:10, sex,apparent sex  ,"normale female, apparent impsex female",,,,
1229988977,5/3/2017 13:02:04,5/4/2017 11:33:31, time,time to survival  ,not aplicable,,,,
1229988978,5/3/2017 13:02:04,5/4/2017 11:42:58, time,time to distant metastasis  ,"not applicable, 6 months, 16 months, 19 months, 13 months",,,,
1229988979,5/3/2017 13:02:04,5/4/2017 11:44:36, treatment,patient treatment  ,"not applicable, mtx+et, mtx",,,,
1229988980,5/3/2017 13:02:04,5/4/2017 11:41:02, disease,lyme disease stage  ,"not applicable, none, lyme arthritis, early, disseminated or late",,,,
1229988981,5/3/2017 13:02:04,5/4/2017 11:36:06, age,age at blood draw ,"not available, 58, 61, 68, 59",,,,
1229988982,5/3/2017 13:02:04,5/4/2017 11:33:29, treatment,adjuvant treatment  ,"not known, no, yes",,,,
1229988983,5/3/2017 13:02:04,5/4/2017 11:35:47, time,timepoint 4h treatment  ,"not same day, same end point, same start point",,,,
1229988984,5/3/2017 13:02:04,5/4/2017 11:26:12, treatment,enrichment treatment  ,"np ratio of 151 (1.5 _ｵm  nano3 and 0.1 _ｵm kh2po4), np ratio of 751 (1.5 _ｵm  nano3 and 0.02 _ｵm kh2po4)",,,,
1229988985,5/3/2017 13:02:04,5/4/2017 11:33:59, genotype,genotype (transgenic line)  ,nrlp-egfp,,,,
1229988986,5/3/2017 13:02:04,5/4/2017 11:40:59, cell line,injected cell line  ,"nsc11, u87, nsc11r, u87r",,,,
1229988987,5/3/2017 13:02:04,5/4/2017 11:35:11, cell line,cell line description  ,"ntera-2 cl.d1 [nt2/d1] atcc number crl-1973, embryonal carcinoma cell line derived from a human teratocarcinoma, biphenotypic b myelomonocytic leukemia (mll-af4 rearragenment), a cd4+ (miranda, wolf et al. 1996) and cd34+ presenting cell line (naujokat, sezer et al. 2000), acute myeloid leukemia (mll-af9 rearrangement), human acute monocytic leukemia",,,,
1229988988,5/3/2017 13:02:04,5/4/2017 11:32:59, time,follow-up time (months)  ,"ntl, 11, 14, 12, na",,,,
1229988989,5/3/2017 13:02:04,5/4/2017 11:32:25, strain,strain (mouse)  ,"nu/nu, c57bl/6",,,,
1229988990,5/3/2017 13:02:04,5/4/2017 11:44:20, age,sample age ,"null, 7.416666667, 12.16666667, 7.916666667, 9.833333333",,,,
1229988991,5/3/2017 13:02:04,5/4/2017 11:34:24, tissue,brain tissue ,"ob, dp, white matter, cortex",,,,
1229988992,5/3/2017 13:02:04,5/4/2017 11:36:08, treatment,treatment_protocol  ,"od600 0.5 exposed to benzalkonium chloride 2 _ｵg/ml for 0 min, od600 0.5 exposed to hydrogen peroxide 0.05mm for 0 min, od600 0.5 exposed to peracetic acid 10_ｵg/ml for 0 min, od600 0.5 exposed to hydrogen peroxide 0.2mm for 0 min, od600 0.5 exposed to benzalkonium chloride 1 _ｵg/ml for 0 min",,,,
1229988993,5/3/2017 13:02:04,5/4/2017 11:42:43, gender,gender composition ,"of the 10 in the pool, 2 were women, 8 were men",,,,
1229988994,5/3/2017 13:02:04,5/4/2017 11:25:46, age,age category ,"old, young, adult",,,,
1229988995,5/3/2017 13:02:04,5/4/2017 11:41:02, time,time of sorting  ,on day 5 of culture,,,,
1229988996,5/3/2017 13:02:04,5/4/2017 11:36:21, cell type,tissue or cell type  ,"oocyte, embryo, embryoid body, embryonics stem cell, liver",,,,
1229988997,5/3/2017 13:02:04,5/4/2017 11:41:02, tissue,tissue or cell type ,"oocyte, embryo, embryoid body, liver, embryonics stem cell",,,,
1229988998,5/3/2017 13:02:04,5/4/2017 11:22:16, treatment,route of treatment  ,oral treatment-drug added to drinking water,,,,
1229988999,5/3/2017 13:02:04,5/4/2017 11:54:57, cell line,cell lines  ,"osteoblast, 1_adenocarcinoma, mammary gland 2_hepatoblastoma, liver 3_adenocarcinoma, cervix 4_embryonal carcinoma, testis, 5_glioblastoma, brain 6_melanoma 7_liposarcoma 8_histiocytic lymphomaraji, human malignant melanoma_92-1, human malignant melanoma_c32tg",,,,
1229989000,5/3/2017 13:02:04,5/4/2017 11:29:16, cell type,sarcoma and primary cell type  ,"osteosarcoma, ewing sarcoma, neuroblastoma (metastatic), chondrosarcoma, fibrosarcoma",,,,
1229989001,5/3/2017 13:02:04,5/4/2017 11:41:37, tissue,primary tissue ,"ovary, colon, blood, fat, muscle",,,,
1229989002,5/3/2017 13:02:04,5/4/2017 11:37:55, age,developmental age ,"p1, 120 days of fetal age, 1 day of life, 130 days of fetal age, 145 days of fetal age",,,,
1229989003,5/3/2017 13:02:04,5/4/2017 11:40:22, age,development age ,"p30.5, e18.5",,,,
1229989004,5/3/2017 13:02:04,5/4/2017 11:32:19, genotype,genotype of the cells  ,"p53(246/-), p53(-/-)",,,,
1229989005,5/3/2017 13:02:04,5/4/2017 11:36:24, genotype,genotype p53  ,"p53fl/fl, p53.1224, fl/fl",,,,
1229989006,5/3/2017 13:02:04,5/4/2017 11:31:49, tissue,tissue (donor) ,"p53null mammary fragments, trp53-null mammary fragments",,,,
1229989007,5/3/2017 13:02:04,5/4/2017 11:37:06, disease,disease state (host)  ,"p53null mammary tumors, trp53-null mammary tumors",,,,
1229989008,5/3/2017 13:02:04,5/4/2017 11:38:26, cell line,donor cell line  ,"panc291, panc198, panc219, panc420, panc253",,,,
1229989009,5/3/2017 13:02:04,5/4/2017 11:33:08, strain,virus strain  ,"pandemic influenza (a/h1n1 new subtype), sars-cov (tor2), none, a/california/07/2009 (h1n1), towne/e",,,,
1229989010,5/3/2017 13:02:04,5/4/2017 11:29:49, cell line,cell line population  ,"parental, subclone 4",,,,
1229989011,5/3/2017 13:02:04,5/4/2017 11:40:57, time,full time pregancy  ,"parous, nulliparous",,,,
1229989012,5/3/2017 13:02:04,5/4/2017 11:39:30, treatment,response to treatment  ,"partial response, stable disease, er stress, control",,,,
1229989013,5/3/2017 13:02:04,5/4/2017 11:39:30, strain,parental strains  ,pax7-creer,,,,
1229989014,5/3/2017 13:02:04,5/4/2017 11:40:15, strain,pythium strain  ,pb912 132,,,,
1229989015,5/3/2017 13:02:04,5/4/2017 11:35:00, strain,strain(s)  ,"pbclop11, pbclop10, pbclop17, cf1, cf2, cf3, cf4, cfcz",,,,
1229989016,5/3/2017 13:02:04,5/4/2017 11:41:12, treatment,ca04 or pbs treatment  ,"pbs, ca04 virus",,,,
1229989017,5/3/2017 13:02:04,5/4/2017 11:31:52, cell line,human colon cancer cell line  ,pc/aa/c1/sb10c,,,,
1229989018,5/3/2017 13:02:04,5/4/2017 11:33:43, sex,sexed  ,"pcr, manual",,,,
1229989019,5/3/2017 13:02:04,5/4/2017 11:40:33, treatment,units of treatment repeat  ,"per day, hr/day, days/week, day/wk",,,,
1229989020,5/3/2017 13:02:04,5/4/2017 11:27:01, tissue,tissue source ,"peripheral blood, nci-edrn, r lower, liver, kidney",,,,
1229989021,5/3/2017 13:02:04,5/4/2017 11:32:49, tissue,cell line source tissue ,"peripheral blood, primary human hypopharyngeal squamous cell carcinoma",,,,
1229989022,5/3/2017 13:02:04,5/4/2017 11:31:27, cell line,cell line source tissue  ,"peripheral blood, primary human hypopharyngeal squamous cell carcinoma",,,,
1229989023,5/3/2017 13:02:04,5/4/2017 11:19:57, treatment,acidification treatment  ,"ph 7.6-7.7, ph 8.0-8.2, ph 7.8-7.9",,,,
1229989024,5/3/2017 13:02:04,5/4/2017 11:41:51, genotype,genotype.variation  ,"pik3ca knockdown, control",,,,
1229989025,5/3/2017 13:02:04,5/4/2017 11:42:45, tissue,tissue of origin ,"pineal gland, melanoma, onl of both obs, non-small cell lung, renal",,,,
1229989026,5/3/2017 13:02:04,5/4/2017 11:34:24, tissue,tissue (pup) ,"pituitary, hypothalamus",,,,
1229989027,5/3/2017 13:02:04,5/4/2017 11:29:49, tissue,tissue id ,"placenta 3.1, placenta 1.1, placenta 3.2, placenta 1.2, placenta 1.3",,,,
1229989028,5/3/2017 13:02:04,5/4/2017 11:21:04, cell line,dendritic cell lineages  ,"plasmacytoid dendritic cells (pdc), myeloid dendritic cells (mdc1), epidermal langerhans cells",,,,
1229989029,5/3/2017 13:02:04,5/4/2017 11:38:09, cell line,cell line (derived)  ,"plc8024, mhcc97h",,,,
1229989030,5/3/2017 13:02:04,5/4/2017 11:35:22, strain,strain/cell line background  ,pmid 17311920,,,,
1229989031,5/3/2017 13:02:04,5/4/2017 11:38:08, age,age (pn postnatal days) ,"pn14, pn1, pn7",,,,
1229989032,5/3/2017 13:02:04,5/4/2017 11:38:16, age,age (at weaning) ,pnd 22,,,,
1229989033,5/3/2017 13:02:04,5/4/2017 11:33:59, age,age sacrificed ,pnd 8,,,,
1229989034,5/3/2017 13:02:04,5/4/2017 11:40:15, age,age (pup) ,pnd70,,,,
1229989035,5/3/2017 13:02:04,5/4/2017 11:28:32, cell line,cell line source  ,"polyclonal cell line gm13130, american type culture collection (atcc) number crl_1550, normal, non-pregnant female, polyclonal cell line gm12878, american type culture collection (atcc) number htb_33",,,,
1229989036,5/3/2017 13:02:04,5/4/2017 11:33:57, treatment,treatment/sample type  ,"pooled rna from c. neoformans grown under 9 different culture conditions, harvested from h99-inoculated rabbit at day7, harvested from h99-inoculated rabbit at day1",,,,
